MazeID,StepSize,SideLength,Coordinates
Maze_100,1.5,9,0 4.5*1.5 4.5*1.5 3*3 3*3 4.5*4.5 4.5*4.5 6*6 6*6 7.5*7.5 7.5*7.5 6*7.5 4.5*9 4.5
Maze_101,1.5,12,0 6*1.5 6*1.5 4.5*1.5 3*3 3*4.5 3*4.5 1.5*6 1.5*7.5 1.5*9 1.5*10.5 1.5*10.5 3*9 3*9 4.5*9 6*9 7.5*9 9*9 10.5*10.5 10.5*10.5 9*10.5 7.5*10.5 6*12 6
Maze_102,1.5,12,0 6*1.5 6*1.5 7.5*1.5 9*3 9*4.5 9*4.5 7.5*4.5 6*6 6*6 7.5*6 9*6 10.5*7.5 10.5*9 10.5*9 9*7.5 9*7.5 7.5*7.5 6*7.5 4.5*9 4.5*10.5 4.5*10.5 6*12 6
Maze_103,1.5,12,0 6*1.5 6*3 6*4.5 6*4.5 7.5*6 7.5*7.5 7.5*7.5 6*7.5 4.5*7.5 3*9 3*9 4.5*9 6*9 7.5*9 9*9 10.5*10.5 10.5*10.5 9*10.5 7.5*10.5 6*12 6
Maze_104,1.5,12,0 6*1.5 6*3 6*3 4.5*3 3*4.5 3*4.5 1.5*6 1.5*7.5 1.5*7.5 3*9 3*10.5 3*10.5 4.5*9 4.5*7.5 4.5*7.5 6*9 6*10.5 6*12 6
Maze_105,1.5,13.5,0 6.75*1.5 6.75*1.5 5.25*3 5.25*4.5 5.25*4.5 3.75*6 3.75*6 5.25*6 6.75*6 8.25*6 9.75*6 11.25*7.5 11.25*9 11.25*9 9.75*9 8.25*9 6.75*7.5 6.75*7.5 5.25*7.5 3.75*9 3.75*9 5.25*10.5 5.25*12 5.25*12 6.75*13.5 6.75
Maze_106,1.5,13.5,0 6.75*1.5 6.75*3 6.75*4.5 6.75*4.5 5.25*6 5.25*6 3.75*6 2.25*6 0.75*7.5 0.75*7.5 2.25*7.5 3.75*7.5 5.25*7.5 6.75*9 6.75*10.5 6.75*12 6.75*13.5 6.75
Maze_107,1.5,13.5,0 6.75*1.5 6.75*3 6.75*3 5.25*4.5 5.25*6 5.25*6 6.75*7.5 6.75*9 6.75*9 8.25*10.5 8.25*10.5 9.75*10.5 11.25*10.5 12.75*12 12.75*12 11.25*12 9.75*12 8.25*12 6.75*13.5 6.75
Maze_108,1.5,13.5,0 6.75*1.5 6.75*1.5 8.25*3 8.25*4.5 8.25*6 8.25*6 9.75*7.5 9.75*7.5 11.25*9 11.25*9 12.75*10.5 12.75*10.5 11.25*10.5 9.75*10.5 8.25*9 8.25*9 6.75*10.5 6.75*10.5 5.25*12 5.25*12 6.75*13.5 6.75
Maze_109,1.5,15,0 7.5*1.5 7.5*3 7.5*4.5 7.5*4.5 9*6 9*6 10.5*7.5 10.5*9 10.5*9 9*9 7.5*10.5 7.5*10.5 9*12 9*12 10.5*12 12*13.5 12*13.5 10.5*13.5 9*13.5 7.5*15 7.5
Maze_110,1.5,15,0 7.5*1.5 7.5*1.5 9*3 9*3 7.5*3 6*4.5 6*4.5 4.5*6 4.5*6 3*6 1.5*7.5 1.5*7.5 3*7.5 4.5*9 4.5*9 6*10.5 6*12 6*12 7.5*12 9*13.5 9*13.5 7.5*15 7.5
Maze_111,1.5,15,0 7.5*1.5 7.5*3 7.5*4.5 7.5*4.5 6*6 6*6 4.5*7.5 4.5*9 4.5*9 6*10.5 6*12 6*12 7.5*13.5 7.5*15 7.5
Maze_112,1.5,15,0 7.5*1.5 7.5*1.5 6*3 6*3 4.5*4.5 4.5*4.5 6*6 6*6 7.5*7.5 7.5*7.5 6*9 6*10.5 6*10.5 4.5*12 4.5*12 3*13.5 3*13.5 4.5*13.5 6*13.5 7.5*15 7.5
Maze_113,1.5,18,0 9*1.5 9*1.5 7.5*1.5 6*1.5 4.5*3 4.5*3 6*3 7.5*4.5 7.5*6 7.5*7.5 7.5*7.5 6*9 6*9 7.5*9 9*10.5 9*10.5 10.5*12 10.5*12 12*13.5 12*15 12*15 13.5*13.5 13.5*12 13.5*12 15*13.5 15*15 15*15 16.5*16.5 16.5*16.5 15*16.5 13.5*16.5 12*16.5 10.5*16.5 9*18 9
Maze_114,1.5,18,0 9*1.5 9*1.5 7.5*3 7.5*3 9*3 10.5*3 12*1.5 12*1.5 13.5*1.5 15*1.5 16.5*3 16.5*3 15*4.5 15*4.5 13.5*6 13.5*7.5 13.5*7.5 12*7.5 10.5*7.5 9*9 9*10.5 9*10.5 10.5*12 10.5*13.5 10.5*15 10.5*15 12*15 13.5*15 15*16.5 15*16.5 13.5*16.5 12*16.5 10.5*16.5 9*18 9
Maze_115,1.5,18,0 9*1.5 9*3 9*4.5 9*4.5 10.5*6 10.5*7.5 10.5*9 10.5*9 12*10.5 12*10.5 13.5*10.5 15*9 15*7.5 15*7.5 13.5*7.5 12*6 12*6 13.5*6 15*6 16.5*7.5 16.5*9 16.5*10.5 16.5*12 16.5*12 15*12 13.5*13.5 13.5*15 13.5*15 15*15 16.5*16.5 16.5*16.5 15*16.5 13.5*16.5 12*16.5 10.5*16.5 9*18 9
Maze_116,1.5,18,0 9*1.5 9*1.5 10.5*1.5 12*1.5 13.5*3 13.5*3 12*4.5 12*4.5 13.5*6 13.5*6 15*6 16.5*7.5 16.5*7.5 15*7.5 13.5*7.5 12*6 12*6 10.5*6 9*6 7.5*7.5 7.5*7.5 6*7.5 4.5*9 4.5*9 3*10.5 3*10.5 1.5*12 1.5*13.5 1.5*13.5 3*13.5 4.5*13.5 6*13.5 7.5*15 7.5*15 9*13.5 9*13.5 10.5*12 10.5*12 12*13.5 12*15 12*15 13.5*16.5 13.5*16.5 12*16.5 10.5*16.5 9*18 9
Maze_117,1.5,19.5,0 9.75*1.5 9.75*1.5 8.25*3 8.25*3 6.75*3 5.25*3 3.75*3 2.25*3 0.75*4.5 0.75*4.5 2.25*6 2.25*7.5 2.25*7.5 3.75*9 3.75*9 2.25*10.5 2.25*10.5 3.75*10.5 5.25*12 5.25*13.5 5.25*13.5 6.75*15 6.75*16.5 6.75*16.5 8.25*18 8.25*18 9.75*19.5 9.75
Maze_118,1.5,19.5,0 9.75*1.5 9.75*1.5 8.25*1.5 6.75*3 6.75*3 8.25*4.5 8.25*4.5 9.75*4.5 11.25*6 11.25*7.5 11.25*7.5 9.75*7.5 8.25*7.5 6.75*6 6.75*6 5.25*7.5 5.25*7.5 3.75*7.5 2.25*9 2.25*10.5 2.25*10.5 3.75*12 3.75*12 5.25*12 6.75*12 8.25*10.5 8.25*10.5 6.75*10.5 5.25*9 5.25*9 6.75*9 8.25*9 9.75*9 11.25*10.5 11.25*10.5 9.75*12 9.75*13.5 9.75*13.5 11.25*13.5 12.75*15 12.75*15 14.25*15 15.75*15 17.25*15 18.75*16.5 18.75*18 18.75*18 17.25*16.5 17.25*16.5 15.75*16.5 14.25*16.5 12.75*18 12.75*18 11.25*18 9.75*19.5 9.75
Maze_119,1.5,19.5,0 9.75*1.5 9.75*1.5 11.25*3 11.25*4.5 11.25*6 11.25*6 12.75*7.5 12.75*7.5 11.25*7.5 9.75*7.5 8.25*7.5 6.75*9 6.75*10.5 6.75*10.5 5.25*10.5 3.75*10.5 2.25*10.5 0.75*12 0.75*13.5 0.75*13.5 2.25*15 2.25*15 0.75*16.5 0.75*16.5 2.25*16.5 3.75*18 3.75*18 5.25*18 6.75*18 8.25*18 9.75*19.5 9.75
Maze_120,1.5,19.5,0 9.75*1.5 9.75*1.5 11.25*1.5 12.75*1.5 14.25*1.5 15.75*3 15.75*3 17.25*4.5 17.25*4.5 15.75*4.5 14.25*6 14.25*6 15.75*7.5 15.75*7.5 14.25*7.5 12.75*9 12.75*9 11.25*10.5 11.25*10.5 12.75*10.5 14.25*12 14.25*13.5 14.25*13.5 15.75*13.5 17.25*15 17.25*16.5 17.25*16.5 15.75*16.5 14.25*15 14.25*15 12.75*16.5 12.75*16.5 11.25*18 11.25*18 9.75*19.5 9.75
